split,label,temporal_consistency,inter_region_agreement,signal_stability,amplitude_reliability,rhythm_quality,sync_behavior,frame_quality_score,roi_stability,temporal_coverage_ratio
val,0,0.240701,0.054299,0.338860,0.092590,0.142506,0.123469,0.920675,0.197913,0.664365
val,1,0.795505,0.615205,0.768124,0.798029,0.791205,0.804499,0.958207,0.892797,0.587124
val,1,0.924826,1.000000,0.934127,0.875714,0.846079,0.908333,0.886008,0.620476,0.515111
val,1,0.891470,0.948252,0.923580,0.901260,0.983065,0.977427,0.807428,0.823899,0.703029
val,0,0.775384,0.584545,0.563605,0.325155,0.829540,0.720257,0.568080,0.600905,0.331048
val,0,0.455091,0.668530,0.223993,0.255784,0.605743,0.498594,0.425825,0.483295,0.396999
val,1,0.631003,0.606005,0.719543,0.691683,0.626055,0.575958,0.871897,0.756145,0.859257
val,0,0.004306,0.284992,0.500286,0.260806,0.000000,0.264097,0.385927,0.722372,0.562526
val,0,0.239074,0.292927,0.087751,0.091602,0.000000,0.000000,0.464868,0.740440,0.518832
val,1,0.753537,0.678914,0.638507,0.688420,0.717272,0.703195,1.000000,0.698932,0.927936
val,1,0.808764,0.777457,0.786384,0.758554,0.859845,0.746659,0.485515,0.972911,0.935774
val,0,0.115467,0.000000,0.265071,0.127295,0.057173,0.072415,0.701821,0.501725,0.332611
val,0,0.028920,0.308539,0.407094,0.372864,0.188900,0.303262,0.545174,0.456018,0.394839
val,1,0.610119,0.735777,0.628662,0.650303,0.590463,0.571265,0.804447,0.817426,0.848211
val,1,0.627198,0.734421,0.745422,0.694371,0.712107,0.800935,0.660202,0.846038,0.708247
val,0,0.000000,0.071535,0.000000,0.058958,0.000000,0.000000,0.533628,0.392016,0.332888
val,0,0.084125,0.204429,0.175367,0.229395,0.385598,0.339668,0.382718,0.594389,0.373057
val,0,0.329192,0.265342,0.260890,0.450794,0.432277,0.642026,0.242047,0.621125,0.286136
val,0,0.513218,0.655785,0.353342,0.232141,0.682583,0.421491,0.536535,0.620926,0.067954
val,0,0.343826,0.300858,0.486738,0.364443,0.445977,0.462615,0.653686,0.546947,0.417598
val,0,0.044317,0.103506,0.052513,0.002238,0.041953,0.167990,0.244938,0.365235,0.693800
val,1,0.593340,0.696076,0.675017,0.684247,0.653965,0.646565,0.662129,0.867936,0.924890
val,1,0.645381,0.626238,0.483070,0.587075,0.682344,0.656388,0.683641,0.899259,0.716317
val,0,0.123610,0.075934,0.051327,0.000000,0.313439,0.374134,0.617481,0.447560,0.339678
val,1,0.358346,0.541413,0.494352,0.321842,0.432040,0.519456,0.571188,0.925265,0.644330
val,1,0.990721,0.870644,0.960933,0.883209,0.952790,0.960195,0.720821,0.845115,0.797380
val,0,0.177220,0.121937,0.143759,0.171987,0.142038,0.259775,0.456685,0.556306,0.046762
val,0,0.194306,0.000000,0.222161,0.088144,0.054627,0.092076,0.729961,0.407716,0.308392
val,0,0.252679,0.348500,0.644716,0.147715,0.326719,0.167490,0.465477,0.534659,0.122830
val,1,0.759972,0.732142,0.693249,0.749195,0.712603,0.745692,0.553321,0.631287,0.773636
val,0,0.119357,0.408907,0.170186,0.193409,0.386691,0.606650,0.794953,0.613694,0.234808
val,0,0.333064,0.153302,0.549950,0.299314,0.687207,0.412656,0.462049,0.219917,0.516524
val,1,0.822069,0.761050,0.813227,0.768144,0.750558,0.890873,0.758735,0.886166,0.611773
val,1,0.709648,0.770714,0.815726,0.692138,0.766288,0.842877,0.356892,0.763379,0.645423
val,1,0.780712,0.829519,0.712265,0.709049,0.799012,0.719657,0.660902,0.675442,0.737391
val,0,0.256134,0.381453,0.435395,0.369332,0.363838,0.287251,0.403691,0.665420,0.617371
val,1,0.778424,0.729688,0.915746,0.850235,0.804676,0.708805,0.611946,0.622050,0.669385
val,1,0.747379,0.697324,0.743727,0.769830,0.723070,0.765638,0.493405,0.842886,0.602726
val,0,0.617589,0.455655,0.684737,0.166935,0.769083,0.789806,0.540304,0.300113,0.871106
val,0,0.073281,0.255502,0.224333,0.330179,0.312902,0.233359,0.270134,0.462464,0.589127
val,1,0.384584,0.519719,0.560351,0.532720,0.594010,0.654329,0.645530,0.849731,0.919171
val,1,0.586765,0.588726,0.598125,0.629597,0.530486,0.607521,0.630164,0.954957,0.685777
val,1,0.557515,0.547951,0.533068,0.501879,0.590077,0.503613,0.836692,0.545986,0.511591
val,0,0.373504,0.294240,0.616234,0.437111,0.407914,0.512196,0.467428,0.320184,0.537362
val,0,0.047561,0.348683,0.304094,0.251454,0.179107,0.000000,0.359249,0.606079,0.649596
val,1,0.642373,0.585459,0.602228,0.570872,0.538013,0.526826,0.827289,0.951161,0.621497
val,0,0.000000,0.000000,0.000000,0.010349,0.054184,0.270806,0.146034,0.295478,0.452790
val,1,0.445851,0.563273,0.541224,0.491257,0.545069,0.477009,0.828186,0.782907,0.691923
val,1,0.784932,0.596659,0.867600,0.837641,0.755285,0.657477,0.780030,0.877441,0.590915
val,1,0.647484,0.728279,0.818576,0.799278,0.726564,0.827896,0.325382,0.854948,0.914775
val,1,0.698355,0.632751,0.772631,0.791755,0.679842,0.674831,0.619034,0.790179,0.388464
val,1,0.829199,0.827317,0.791855,0.911861,0.734617,0.844584,0.752788,0.740845,0.804708
val,0,0.130099,0.174389,0.000000,0.000000,0.048782,0.307926,0.720561,0.392031,0.195597
val,1,0.641099,0.709325,0.725749,0.761630,0.731046,0.754495,0.655221,0.797722,0.724919
val,1,0.755876,0.831511,0.723755,0.787706,0.954163,0.630915,0.813816,0.738232,0.821816
val,1,0.806040,0.753955,0.751049,0.816014,0.823379,0.778872,0.466118,0.826265,0.837393
val,0,0.256918,0.625640,0.429754,0.529134,0.482572,0.311267,0.342008,0.656526,0.476643
val,0,0.516518,0.652285,0.736728,0.382739,0.697905,0.418367,0.871865,0.176540,0.260019
val,0,0.027277,0.146374,0.142985,0.231862,0.339435,0.218196,0.460414,0.342882,0.447737
val,0,0.226258,0.311935,0.000000,0.011121,0.009320,0.081895,0.298422,0.245193,0.563705
val,0,0.071380,0.260056,0.489836,0.194764,0.458428,0.176225,0.361290,0.262737,0.119252
val,0,0.320530,0.136874,0.527321,0.297499,0.495548,0.314128,0.611501,0.637628,0.305053
val,0,0.280919,0.313093,0.291474,0.064051,0.353363,0.427155,0.641980,0.794003,0.531654
val,0,0.187022,0.164247,0.001375,0.112557,0.278006,0.344774,0.528478,0.432688,0.469133
val,0,0.344008,0.395929,0.334641,0.326258,0.502568,0.024173,0.455808,0.868292,0.409322
val,0,0.217326,0.306314,0.582394,0.457411,0.559838,0.471630,0.636418,0.806138,0.456754
val,0,0.215328,0.081790,0.242924,0.330430,0.421906,0.362397,0.648651,0.296965,0.554302
val,0,0.635344,0.503768,0.621499,0.481285,0.536987,0.640672,0.329023,0.538444,0.464945
val,0,0.353423,0.547336,0.089427,0.335706,0.486780,0.429623,0.212840,0.533389,0.199311
val,0,0.192057,0.515318,0.557119,0.278771,0.482013,0.558743,0.359304,0.565593,0.520190
val,0,0.454001,0.500037,0.293963,0.510323,0.690948,0.592778,0.502967,0.207724,0.425732
val,1,1.000000,0.934632,0.964339,0.989274,0.844931,0.980108,0.757865,0.822892,0.779839
val,0,0.000000,0.375364,0.114126,0.078663,0.039925,0.348112,0.431661,0.501043,0.499298
val,0,0.505457,0.868236,0.340195,0.392038,0.687402,0.510806,0.535351,0.292529,0.243994
val,0,0.314274,0.602765,0.586379,0.293509,0.468847,0.536789,0.472706,0.739474,0.435935
val,0,0.554955,0.385471,0.353556,0.499422,0.190639,0.462885,0.615491,0.479694,0.376383
val,1,0.941079,0.873546,0.863822,1.000000,0.854730,0.776876,0.914870,0.847232,0.903118
val,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.820712,0.663105,0.792548
val,0,0.000000,0.306128,0.264759,0.212442,0.525932,0.276859,0.408061,0.739041,0.503586
val,1,0.871499,0.789701,0.834485,0.925580,0.851664,0.826988,0.288611,0.805076,0.464487
val,1,0.746588,0.783284,0.707995,0.790444,0.696720,0.745655,0.764352,0.472772,0.667423
val,0,0.379117,0.171423,0.319730,0.547424,0.114474,0.187787,0.566047,0.444847,0.801536
val,1,0.651068,0.664382,0.660271,0.823740,0.771442,0.751221,0.916680,0.658390,0.654600
val,0,0.244329,0.280180,0.495755,0.280653,0.112292,0.319495,0.323466,0.410711,0.389434
val,1,0.574415,0.572504,0.651524,0.744208,0.660341,0.613112,0.435560,0.740831,0.566104
val,1,0.438027,0.402537,0.406806,0.436429,0.568798,0.476064,0.670523,0.616323,0.534125
val,1,0.961286,0.925495,0.883988,0.880183,0.869379,0.754012,0.704514,0.826395,0.754771
val,1,0.566466,0.509602,0.678966,0.616754,0.534778,0.606026,0.929126,0.917999,0.603088
val,1,0.448755,0.476587,0.347187,0.379878,0.362629,0.361031,0.861192,0.811208,0.811773
val,1,0.592714,0.729546,0.636481,0.685059,0.556103,0.652649,0.461225,0.630221,0.766136
val,0,0.046528,0.217209,0.509218,0.052517,0.239107,0.198757,0.767602,0.614763,0.566802
val,1,0.529012,0.479397,0.522196,0.469891,0.410187,0.478932,0.806495,0.816746,0.944111
val,0,0.494872,0.280245,0.263043,0.188324,0.179088,0.299678,0.564328,0.666756,0.559687
val,0,0.691025,0.563719,0.412026,0.259979,0.263425,0.460961,0.372211,0.450569,0.644930
val,0,0.415244,0.513947,0.278300,0.208179,0.299735,0.288700,0.051484,0.355466,0.322097
val,1,0.620486,0.612229,0.631256,0.632743,0.635861,0.617435,0.751459,0.799518,0.888813
val,0,0.336514,0.314384,0.313145,0.498708,0.081303,0.191876,0.672970,0.538392,0.797641
val,1,0.539926,0.486757,0.406351,0.480293,0.527710,0.567381,0.925542,0.480835,0.410321
val,0,0.000000,0.064970,0.183290,0.454262,0.177436,0.000000,0.536618,0.150452,0.626501
val,1,0.697316,0.669342,0.722635,0.805861,0.688721,0.699109,0.581982,0.653835,0.719419
val,1,0.491328,0.516382,0.482431,0.454411,0.427494,0.465307,0.917529,0.565728,0.873460
val,1,0.836023,0.921194,0.862207,0.887087,0.920321,0.872931,0.689727,0.534587,0.771611
val,0,0.574455,0.740695,0.559924,0.323044,0.424571,0.685893,0.410170,0.323844,0.635400
val,1,0.959274,0.853906,0.996960,0.877746,0.975839,0.964427,0.902846,0.913811,0.712760
val,1,0.385612,0.591618,0.353088,0.557478,0.436602,0.557041,0.252279,0.912022,0.956796
val,0,0.000000,0.000000,0.000000,0.000000,0.040539,0.000000,0.639802,0.186421,0.164124
val,0,0.620658,0.587357,0.227268,0.502866,0.352204,0.710403,0.626937,0.886873,0.053480
val,1,0.723530,0.683236,0.679771,0.698269,0.753538,0.765657,0.771119,0.649110,0.880579
val,1,0.793040,0.866148,0.824283,0.718705,0.764751,0.770708,0.871386,0.813392,0.267071
val,0,0.041809,0.335339,0.320745,0.411310,0.100783,0.253322,0.113479,0.522166,0.526941
test,0,0.231704,0.125166,0.114575,0.351163,0.286922,0.229148,0.700767,0.554483,0.628089
test,1,0.908408,1.000000,0.940067,0.954553,0.896526,1.000000,0.785193,0.666529,0.843785
test,0,0.362830,0.304184,0.300625,0.239880,0.051640,0.000000,0.874838,0.380235,0.242498
test,0,0.229282,0.356460,0.258135,0.385376,0.123932,0.308882,0.434237,0.510838,0.530773
test,0,0.494888,0.617796,0.440298,0.557537,0.319615,0.341952,0.699883,0.479706,0.619403
test,0,0.541803,0.419579,0.573221,0.474626,0.672436,0.483612,0.579759,0.226047,0.681474
test,0,0.274787,0.112075,0.153764,0.280509,0.050954,0.323766,0.256324,0.167210,0.343575
test,0,0.033200,0.000000,0.034369,0.007459,0.250070,0.089615,0.828350,0.457862,0.338235
test,1,0.736316,0.634370,0.621360,0.782607,0.649464,0.714800,0.520716,0.809448,0.607415
test,1,0.628347,0.676831,0.755593,0.708216,0.764876,0.753506,0.853914,0.901777,0.604454
test,0,0.347202,0.291607,0.430865,0.344097,0.374903,0.567273,0.682916,0.266506,0.452161
test,1,0.570302,0.561366,0.740503,0.651030,0.599891,0.671777,0.868112,0.818898,0.877459
test,0,0.120730,0.779876,0.249692,0.319978,0.559817,0.610962,0.554542,0.754051,0.669611
test,0,0.400413,0.091329,0.347585,0.496698,0.229298,0.419955,0.309102,0.406436,0.603279
test,1,0.894175,0.860476,0.999920,0.828274,0.825210,0.910680,0.740091,0.651164,0.531707
test,1,0.906482,0.904721,0.927116,0.838230,0.939256,0.790330,0.561608,0.836377,0.577084
test,0,0.271156,0.283078,0.168372,0.188181,0.376034,0.307306,0.228506,0.885808,0.544768
test,1,0.535104,0.578631,0.621146,0.573147,0.521634,0.589458,0.826280,0.926050,0.759347
test,0,0.295201,0.000000,0.178271,0.280521,0.235371,0.239745,0.670002,0.443141,0.786063
test,0,0.485068,0.220425,0.309371,0.239030,0.185754,0.362127,0.705330,0.367369,0.783634
test,0,0.000000,0.106015,0.000000,0.022098,0.065207,0.058301,0.687601,0.588816,0.537366
test,0,0.786705,0.566932,0.372178,0.460640,0.292101,0.285940,0.261861,0.286848,0.508645
test,1,0.739189,0.636332,0.783254,0.679176,0.776541,0.664729,0.493591,0.698783,0.298297
test,1,0.483479,0.513919,0.492381,0.461627,0.398762,0.465973,0.311890,0.802138,0.767528
test,0,0.075011,0.177334,0.000000,0.002985,0.000000,0.000000,0.539044,0.619016,0.513192
test,0,0.537198,0.610262,0.369791,0.234007,0.610068,0.192121,0.503111,0.103955,0.456055
test,1,0.727148,0.700060,0.663064,0.691313,0.690223,0.787506,0.755886,0.669285,0.618342
test,1,0.894594,0.892348,1.000000,0.990261,1.000000,0.867544,0.687561,0.837132,0.797378
test,1,0.597569,0.704985,0.811894,0.663879,0.728588,0.823976,0.794573,0.858422,0.891214
test,0,0.392592,0.691780,0.252438,0.224376,0.210739,0.192676,0.740949,0.045681,0.271320
test,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.602024,0.853350,0.610631
test,0,0.417179,0.315676,0.527442,0.246254,0.078289,0.250172,0.317917,0.716673,0.569965
test,0,0.184093,0.118993,0.000000,0.477001,0.220739,0.417355,0.745448,0.630646,0.642700
test,1,0.847406,0.767580,0.733481,0.883929,0.843685,0.800429,0.913558,0.539958,0.914566
test,1,0.461643,0.364196,0.487413,0.366109,0.575922,0.589252,0.720291,0.857313,0.429479
test,1,0.630303,0.607446,0.723950,0.638475,0.652578,0.653064,0.476219,0.639474,0.678353
test,0,0.060483,0.118697,0.293335,0.098785,0.000000,0.298374,0.538555,0.243253,0.524906
test,1,0.748302,0.845635,0.768098,0.763577,0.840818,0.748261,0.661232,0.951653,0.940825
test,1,0.575254,0.611306,0.529442,0.625251,0.586768,0.486232,0.582616,0.903824,0.727291
test,0,0.483531,0.343440,0.343701,0.607916,0.219681,0.070942,0.713557,0.221440,0.426778
test,1,0.547945,0.744635,0.650422,0.618327,0.727384,0.545928,0.775109,0.639005,0.866834
test,0,0.307044,0.064013,0.000000,0.193918,0.139887,0.090863,0.386097,0.303833,0.164082
test,0,0.066824,0.018450,0.082754,0.304574,0.000000,0.265209,0.375377,0.517594,0.582363
test,0,0.000000,0.000000,0.160176,0.000000,0.029305,0.046076,0.657420,0.544131,0.220147
test,0,0.642424,0.580892,0.838829,0.851485,0.807588,0.580483,0.664029,0.429361,0.441601
test,0,0.563555,0.604529,0.589178,0.589888,0.807996,0.531275,0.388668,0.603004,0.553579
test,0,0.947761,0.629261,0.485629,0.794477,0.640158,0.736958,0.370256,0.824619,0.351581
test,1,0.664155,0.727623,0.626892,0.700601,0.697625,0.628688,0.944345,0.912889,0.849772
test,0,0.575795,0.961755,0.670894,0.358561,0.908306,0.750255,0.711182,0.407698,0.494983
test,0,0.420987,0.497085,0.416544,0.579653,0.461222,0.425541,0.486635,0.550000,0.122798
test,1,0.723347,0.833768,0.754926,0.699172,0.683991,0.738685,0.765678,0.929883,0.931932
test,1,0.622709,0.540807,0.524987,0.543774,0.573133,0.573361,0.623471,0.365184,0.257442
test,0,0.139812,0.296692,0.052642,0.000000,0.390170,0.134914,0.491197,0.551544,0.746490
test,1,0.748477,0.743784,0.749052,0.779118,0.695579,0.727587,0.413249,0.336887,0.594559
test,0,0.665260,0.565460,0.217986,0.597274,0.685242,0.504438,0.622473,0.383680,0.454337
test,1,0.456379,0.529550,0.426276,0.630098,0.585003,0.631678,0.939068,0.850863,0.510332
test,0,0.000000,0.000000,0.141216,0.056797,0.000000,0.051916,0.700588,0.646807,0.253943
test,0,0.376252,0.682830,0.163055,0.001729,0.119108,0.211838,0.426547,0.552391,0.243157
test,1,0.755242,0.831672,0.850176,0.826186,0.829888,0.926208,0.639274,0.571534,0.616534
test,1,0.800693,0.734936,0.841096,0.569766,0.626316,0.678018,0.970222,0.612857,0.790810
test,1,0.616661,0.610045,0.648681,0.478690,0.631655,0.574700,0.535303,0.893875,0.246859
test,0,0.333481,0.089931,0.192414,0.211413,0.066582,0.000000,0.237963,0.683430,0.392946
test,0,0.381435,0.014987,0.019666,0.000000,0.610220,0.146978,0.410534,0.284279,0.754986
test,1,0.984179,1.000000,1.000000,0.914280,0.937828,0.974788,0.750510,0.761976,0.890465
test,1,0.842375,0.850138,0.816385,0.770742,0.907315,0.776160,0.716679,0.708622,0.870233
test,0,0.060660,0.252403,0.151460,0.093031,0.049722,0.166792,0.630242,0.612389,0.530440
test,1,0.954202,0.936994,1.000000,0.835611,0.890189,0.894872,0.727320,0.613373,0.908418
test,1,0.804783,0.924878,0.869636,0.785696,0.940252,0.743555,0.757252,0.818969,0.573304
test,0,0.134739,0.372539,0.000000,0.346779,0.115114,0.114872,0.586564,0.572508,0.748810
test,0,0.251363,0.308039,0.000000,0.330436,0.400837,0.308689,0.828142,0.246460,0.696291
test,1,0.534627,0.471374,0.476406,0.513193,0.542712,0.464820,0.850933,0.695373,0.985195
test,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.572290,0.567000,0.979060
test,1,0.557821,0.690909,0.658335,0.742384,0.660607,0.656155,0.875315,0.363337,0.886472
test,1,0.446628,0.347113,0.519624,0.509842,0.361143,0.531875,0.824513,0.807634,0.929325
test,0,0.452380,0.260850,0.309889,0.016699,0.182439,0.325910,0.817151,0.430191,0.396553
test,0,0.376338,0.563528,0.216815,0.000000,0.246701,0.326929,0.302994,0.745148,0.520485
test,0,0.422611,0.411805,0.405962,0.259640,0.848943,0.456405,0.387057,0.846264,0.384902
test,1,0.752017,0.929789,0.924958,0.981428,0.907941,0.873482,0.887336,0.933235,0.728136
test,1,0.540155,0.687398,0.726543,0.706378,0.700493,0.702099,0.723504,0.796697,0.484764
test,0,0.598065,0.664603,0.479968,0.530572,0.401640,0.497587,0.369211,0.508920,0.279380
test,1,0.901267,0.874633,0.984207,0.880993,0.936491,0.997566,0.944194,0.512587,0.552933
test,0,0.066669,0.024678,0.179504,0.118074,0.334646,0.003778,0.402954,0.263521,0.659231
test,0,0.398254,0.638815,0.939327,0.638515,0.858573,0.747486,0.815615,0.221200,0.490471
test,0,0.192398,0.244577,0.268328,0.464801,0.195882,0.387385,0.674121,0.534999,0.448860
test,0,0.395013,0.246659,0.698736,0.558314,0.667961,0.575435,0.604858,0.632497,0.725681
test,1,0.655895,0.592685,0.602217,0.460763,0.651565,0.553567,0.896642,0.797929,0.843625
test,0,0.148364,0.051048,0.000000,0.000000,0.000000,0.092677,0.438529,0.749893,0.409299
test,1,0.969641,0.839651,0.972107,0.941322,0.875312,0.923721,0.741104,0.818489,0.653319
test,0,0.386250,0.467353,0.583865,0.373743,0.451844,0.606350,0.351835,0.916383,0.201332
test,1,0.464317,0.289984,0.417356,0.436670,0.410058,0.567172,0.945021,0.802948,0.661325
test,1,0.552052,0.606028,0.540085,0.581334,0.662844,0.557569,0.417203,0.819168,0.949579
test,0,0.542993,0.351170,0.385003,0.590057,0.605977,0.513318,0.447421,0.567190,0.286615
test,1,0.773000,0.768229,0.708688,0.820323,0.768111,0.856959,0.599926,0.823961,0.987012
test,0,0.272830,0.000000,0.205365,0.235395,0.183876,0.211184,0.649063,0.808205,0.225160
test,0,0.356358,0.427644,0.446804,0.000000,0.272094,0.255461,0.746927,0.257530,0.339881
test,0,0.145848,0.198126,0.334274,0.425700,0.381020,0.208200,0.353475,0.304427,0.611703
test,1,0.719446,0.805109,0.631014,0.737370,0.694318,0.668749,0.999687,0.951696,0.495650
test,1,0.544174,0.669848,0.602575,0.706071,0.652361,0.784791,0.775966,0.652094,0.538967
test,1,0.499535,0.479698,0.590280,0.594387,0.535673,0.548572,0.959652,0.889169,0.906998
test,0,0.332351,0.306976,0.403933,0.512166,0.259323,0.000000,0.601514,0.646704,0.188399
test,0,0.225938,0.039632,0.000000,0.240038,0.000000,0.000000,0.036372,0.419704,0.614367
test,1,0.773643,0.875627,0.944162,0.901669,0.892332,0.839716,0.652851,0.652532,0.865084
test,1,0.597958,0.711606,0.605003,0.676994,0.576077,0.591480,0.612474,0.721727,0.848719
test,1,0.665037,0.627059,0.544525,0.585755,0.703628,0.618193,0.766319,0.725794,0.697479
test,0,0.274444,0.357001,0.586550,0.509436,0.510538,0.126910,0.184798,0.271604,0.290140
test,0,0.129396,0.229239,0.389141,0.570862,0.513886,0.435393,0.717903,0.228300,0.762977
test,0,0.444688,0.663567,0.378715,0.190742,0.485472,0.407060,0.260246,0.503200,0.367919
test,0,0.000000,0.247899,0.143969,0.526132,0.317705,0.130381,0.075174,0.411060,0.070756
test,0,0.000000,0.192849,0.201525,0.297212,0.366493,0.373037,0.411322,0.526348,0.642475
test,0,0.387009,0.541752,0.224802,0.296093,0.067319,0.359253,0.539070,0.453400,0.670179
test,1,0.747675,0.737699,0.859087,0.794396,0.881755,0.819925,0.898308,0.919344,0.955935
test,1,0.508205,0.703847,0.556148,0.605979,0.480643,0.667640,0.836752,0.385316,0.748446
test,1,0.571620,0.599342,0.687820,0.540676,0.609643,0.638658,0.700801,0.885241,0.822718
test,1,1.000000,0.927215,0.974904,0.876501,0.986391,0.892736,0.879723,0.891302,0.825668
test,1,0.685303,0.654427,0.655147,0.650111,0.615295,0.420181,0.882351,0.699266,0.641674
test,1,0.751153,0.750889,0.525731,0.718950,0.613890,0.596847,0.734223,0.721213,0.897155
test,0,0.398434,0.273326,0.323993,0.311534,0.192347,0.314116,0.460515,0.666793,0.828209
test,0,0.424718,0.373328,0.545638,0.549390,0.636673,0.312557,0.162971,0.091630,0.673345
test,1,0.746166,0.761028,0.719305,0.775541,0.768927,0.910577,0.810631,0.885351,0.912114
test,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.610937,0.622304,0.869537
test,0,0.746582,0.303029,0.548617,0.552478,0.417472,0.612600,0.481706,0.441417,0.513160
test,0,0.303341,0.339032,0.346584,0.408425,0.219854,0.371134,0.751585,0.849666,0.349590
test,0,0.541408,0.471034,0.572018,0.407058,0.481118,0.273544,0.171982,0.514034,0.382184
test,1,0.867685,0.910493,0.803552,0.792018,0.910045,0.849679,0.642296,0.642684,0.973425
test,1,0.557112,0.474404,0.505392,0.560096,0.518953,0.470178,0.537843,0.667834,0.852282
test,1,0.638544,0.681214,0.623184,0.768822,0.792187,0.674404,0.500176,0.858327,0.720287
test,1,0.393909,0.477666,0.379607,0.357185,0.459431,0.396438,0.895807,0.585954,0.840678
test,1,0.845985,0.757598,0.833519,0.855560,0.886959,0.847302,0.829667,0.930154,0.868340
test,1,0.802325,0.737431,0.915565,0.762570,0.850946,0.856601,0.791988,0.821186,0.974367
test,1,0.749480,0.660765,0.585902,0.617646,0.767866,0.757182,0.766891,0.816067,0.500555
test,0,0.438293,0.577643,0.548422,0.581377,0.370290,0.511932,0.349721,0.518234,0.617472
test,0,0.579423,0.461785,0.406263,0.611948,0.818855,0.576306,0.513118,0.288907,0.739401
test,1,0.931597,0.958815,0.881893,0.861224,0.823302,0.764238,0.570152,0.828272,0.783914
test,1,0.728961,0.640905,0.720311,0.606569,0.767624,0.732921,0.734094,0.893317,0.440548
test,0,0.346344,0.342958,0.446947,0.469295,0.337815,0.183948,0.345527,0.378487,0.469666
test,1,0.475415,0.414335,0.448541,0.474451,0.419768,0.444822,0.857342,0.644334,0.827393
test,0,0.498982,0.196984,0.639691,0.396757,0.000000,0.627047,0.565894,0.412988,0.361406
test,1,0.776209,0.893400,0.805181,0.802913,0.755106,0.726761,0.961534,0.506278,0.963189
test,0,0.604699,0.995419,0.511652,0.726924,0.488360,0.695695,0.165699,0.511988,0.622977
test,1,0.926271,0.955828,0.893796,0.997012,0.987017,1.000000,0.469949,0.953598,0.594416
test,1,0.975876,0.889915,0.952954,1.000000,0.821641,0.932065,0.789823,0.719853,0.644300
test,0,0.033621,0.000000,0.061741,0.316074,0.126278,0.041296,0.341620,0.268595,0.277102
test,1,0.529129,0.419371,0.533975,0.350747,0.335849,0.424858,0.766177,0.845642,0.430474
test,1,0.493196,0.523928,0.401092,0.486957,0.405735,0.633131,0.747719,0.659554,0.682519
test,1,0.490592,0.467309,0.575728,0.576423,0.548636,0.438960,0.778661,0.667771,0.605632
test,0,0.542803,0.136788,0.654183,0.029262,0.592700,0.325736,0.573556,0.207409,0.036754
test,1,0.872808,0.769335,0.831002,0.770351,0.805239,0.825709,0.768868,0.695288,0.872207
test,0,0.156180,0.423560,0.184565,0.237951,0.124864,0.318273,0.675698,0.460354,0.413680
test,1,0.513772,0.711274,0.683495,0.661743,0.611300,0.710492,0.751749,0.780203,0.712775
test,0,0.131418,0.271738,0.125871,0.000000,0.168794,0.036332,0.862344,0.412967,0.829025
test,1,0.805999,0.868676,0.778667,0.751372,0.695290,0.750654,0.780547,0.676994,0.639921
test,1,0.588322,0.489164,0.515468,0.663049,0.514816,0.506776,0.631523,0.833431,0.792313
test,1,0.659651,0.788409,0.841815,0.707517,0.713709,0.733946,0.355614,0.502195,0.495371
test,0,0.264246,0.147413,0.396966,0.452404,0.328846,0.205957,0.753159,0.297296,0.324133
test,1,0.618534,0.724799,0.671308,0.618591,0.688400,0.786502,0.811991,0.886158,0.940746
test,0,0.472217,0.465614,0.436447,0.493157,0.000000,0.581232,0.703150,0.728287,0.552365
test,1,0.587031,0.541818,0.482271,0.600259,0.415932,0.553706,0.993643,0.645661,0.839162
test,0,0.165413,0.168450,0.064554,0.294503,0.331312,0.103589,0.414917,0.831769,0.461826
test,0,0.121784,0.204618,0.326256,0.000000,0.163813,0.279073,0.256255,0.611730,0.667695
test,0,0.509715,0.427483,0.715982,0.564258,0.379616,0.386753,0.744360,0.437158,0.842252
